P,L2-NORM,C_in,C_SR,y,point_type,system_id
0.3962562357,11.003421766,0.23133130246,10.995125504,0.35915392275,,P1
0.39876424774,10.953522117,0.23168690646,10.945190666,0.35884430712,,P1
0.40130336139,10.903624445,0.2320457064,10.895257429,0.3585336644,,P1
0.40387423384,10.85372881,0.23240776266,10.845325847,0.35822198824,,P1
0.40647754089,10.803835275,0.23277313713,10.795395976,0.35790927246,,P1
0.40911397762,10.753943906,0.23314189329,10.745467875,0.35759551101,,P1
0.41178425902,10.704054771,0.23351409628,10.695541605,0.35728069804,,P1
0.41448912081,10.654167941,0.23388981292,10.645617229,0.35696482789,,P1
0.41722932015,10.60428349,0.23426911177,10.595694814,0.35664789507,,P1
0.42000563647,10.554401494,0.23465206324,10.54577443,0.35632989433,,P1
0.42281887226,10.504522035,0.23503873961,10.495856148,0.35601082063,,P1
0.42566985401,10.454645196,0.2354292151,10.445940044,0.35569066918,,P1
0.42855943304,10.404771063,0.23582356595,10.396026197,0.35536943544,,P1
0.43148848654,10.354899728,0.23622187051,10.346114689,0.35504711516,,P1
0.43445791852,10.305031286,0.23662420928,10.296205607,0.35472370436,,P1
0.43746866084,10.255165837,0.23703066502,10.24629904,0.35439919938,,P1
0.44052167436,10.205303482,0.23744132281,10.196395082,0.35407359691,,P1
0.44361795004,10.155444332,0.23785627017,10.146493833,0.35374689396,,P1
0.44675851016,10.105588498,0.2382755971,10.096595395,0.35341908794,,P1
0.44994440961,10.055736099,0.23869939624,10.046699877,0.35309017666,,P1
0.45317673716,10.005887259,0.23912776292,9.9968073912,0.35276015832,,P1
0.45645661687,9.9560421061,0.23956079528,9.9469180564,0.35242903162,,P1
